order_id,product_id,customer_id,order_date,order_total
269,P058,126,2023-08-05,62.56
270,P073,270,2024-07-01,611.2
271,P075,99,2024-07-27,392.04
272,P131,15,2024-05-13,66.33
273,P154,82,2024-04-27,494.73
274,P025,249,2023-09-20,340.95
275,P071,170,2024-02-20,581.55
276,P072,747,2022-12-16,84.5
277,P148,645,2024-02-29,904.85
278,P010,512,2024-02-21,583.7
279,P082,619,2024-01-15,543.92
280,P076,126,2022-08-17,901.06
281,P191,814,2024-04-22,392.48
282,P174,69,2023-08-01,589.33
283,P070,648,2023-03-16,961.66
284,P027,644,2023-08-11,472.2
285,P035,187,2023-06-14,116.43
286,P116,322,2023-03-09,385.53
287,P112,15,2023-10-25,953.29
288,P011,164,2023-02-16,920.29
289,P009,98,2022-08-04,764.06
290,P131,992,2022-08-04,389.77
291,P171,135,2024-05-16,314.8
292,P120,360,2023-01-09,643.96
293,P093,716,2022-10-08,968.23
294,P133,142,2023-07-29,413.12
295,P109,204,2022-12-13,189.3
296,P010,386,2024-06-19,406.21
297,P166,885,2024-01-21,389.32
298,P124,796,2024-07-14,139.32
299,P003,591,2024-03-25,812.06
300,P007,873,2023-09-05,304.83
301,P186,18,2024-01-29,625.9
302,P013,183,2023-12-08,518.48
303,P069,551,2023-06-28,828.79
304,P056,484,2024-05-25,372.87
305,P016,471,2023-07-14,519.24
306,P171,789,2023-01-07,807.43
307,P136,743,2023-09-16,242.2
308,P102,553,2023-01-27,373.79
309,P112,43,2024-01-05,661.08
310,P016,172,2024-05-30,144.07
311,P032,893,2024-03-17,455.69
312,P136,670,2023-05-08,396.05
313,P116,1,2023-10-11,83.82
314,P174,588,2023-02-10,85.98
315,P067,425,2022-11-06,773.28
316,P060,941,2023-04-02,499.3
317,P075,602,2022-10-05,965.77
318,P112,261,2023-06-08,409.94
319,P094,209,2024-03-05,920.93
320,P015,842,2024-01-04,632.34
321,P035,432,2022-09-24,609.54
322,P104,633,2023-07-13,646.61
323,P127,270,2023-01-13,90.91
324,P131,862,2023-06-18,838.28
325,P150,621,2024-02-11,99.27
326,P193,400,2023-11-28,406.54
327,P054,325,2023-09-07,935.37
328,P189,190,2024-05-16,937.21
329,P003,756,2023-05-17,752.57
330,P200,173,2024-01-15,576.79
331,P194,619,2023-01-31,459.26
332,P015,860,2023-12-23,332.55
333,P183,373,2024-05-26,703.59
334,P007,537,2023-07-30,697.63
335,P029,141,2023-01-17,308.25
336,P170,350,2024-02-19,676.79
337,P151,563,2023-09-30,124.78
338,P171,579,2023-01-29,399.25
339,P093,107,2024-05-30,949.7
340,P177,546,2023-07-10,306.08
341,P142,835,2023-01-12,158.73
342,P029,182,2022-11-19,831.8
343,P059,169,2023-02-17,711.99
344,P028,58,2022-12-16,649.32
345,P183,800,2024-07-16,460.43
346,P141,332,2023-11-09,96.38
347,P190,161,2023-07-10,94.87
348,P023,410,2023-12-26,240.88
349,P118,107,2023-05-29,82.87
350,P012,520,2023-07-30,964.64
351,P175,589,2023-08-05,303.27
352,P126,893,2024-03-30,852.78
353,P116,159,2023-08-12,471.93
354,P049,32,2023-05-25,160.65
355,P082,443,2023-08-14,626.27
356,P052,150,2022-08-23,874.68
357,P027,177,2023-06-22,697.83
358,P142,838,2022-08-23,103.68
359,P063,814,2023-08-31,131.48
360,P056,505,2023-11-12,700.63
361,P153,658,2024-03-12,252.86
362,P107,938,2023-02-11,515.81
363,P010,389,2023-01-21,349.61
364,P149,946,2024-04-06,443.95
365,P093,488,2023-04-24,864.25
366,P123,460,2022-12-09,308.11
367,P099,920,2024-04-10,491.94
368,P141,451,2023-09-07,653.0
369,P029,617,2023-09-04,379.94
370,P015,813,2023-07-30,725.04
371,P162,449,2023-04-17,509.01
372,P137,829,2022-09-15,52.95
373,P163,847,2023-11-05,553.06
374,P083,926,2022-12-21,458.16
375,P174,61,2023-01-04,994.22
376,P038,861,2022-11-10,865.99
377,P102,418,2024-03-15,555.29
378,P054,929,2022-10-11,955.73
379,P115,411,2022-11-22,351.02
380,P086,723,2022-12-23,80.27
381,P046,268,2023-12-23,375.43
382,P119,10,2024-03-03,909.19
383,P091,775,2024-07-07,60.57
384,P164,174,2023-11-29,345.47
385,P107,534,2023-05-23,946.81
386,P032,709,2023-08-19,668.68
387,P131,738,2023-07-12,546.85
388,P153,686,2022-12-24,579.62
389,P148,374,2022-10-08,132.68
390,P071,415,2024-02-28,424.72
391,P139,279,2024-07-10,966.93
392,P147,51,2023-03-03,303.86
393,P037,613,2023-06-13,148.1
394,P011,114,2023-03-04,161.5
395,P024,204,2023-03-14,500.86
396,P025,20,2023-11-23,632.89
397,P044,933,2022-08-13,700.71
398,P060,477,2022-08-23,206.31
399,P107,569,2023-10-13,428.48
400,P089,330,2024-02-16,680.51
401,P039,482,2023-09-19,624.85
402,P089,255,2024-04-20,580.44
403,P177,87,2023-06-10,613.76
404,P049,563,2023-05-26,147.11
405,P008,249,2024-03-13,474.95
406,P022,144,2022-11-18,632.09
407,P009,1000,2022-11-25,129.48
408,P109,722,2023-01-11,431.2
409,P066,27,2023-01-10,254.93
410,P158,94,2023-12-12,929.29
411,P025,851,2023-06-14,355.95
412,P009,41,2023-12-11,746.57
413,P167,699,2022-08-02,542.71
414,P176,919,2022-11-08,975.79
415,P134,448,2023-09-07,934.25
416,P124,7,2023-03-01,987.27
417,P164,910,2023-12-08,631.31
418,P072,214,2023-10-17,788.04
419,P047,650,2024-02-02,786.81
420,P160,822,2023-09-13,478.2
421,P048,881,2024-06-01,917.07
422,P097,325,2024-01-09,96.38
423,P193,735,2022-12-23,873.78
424,P130,146,2022-11-11,982.34
425,P008,635,2022-11-13,456.11
426,P125,419,2023-10-01,898.54
427,P080,681,2022-10-31,743.59
428,P036,320,2023-09-18,487.13
429,P069,672,2022-09-03,831.53
430,P004,171,2023-06-24,195.2
431,P114,343,2024-04-16,958.6
432,P109,970,2024-07-19,672.52
433,P188,514,2022-09-29,963.99
434,P184,215,2023-02-06,547.86
435,P199,418,2024-05-23,896.88
436,P122,100,2022-11-17,683.98
437,P144,295,2023-11-05,734.24
438,P140,386,2022-10-04,936.07
439,P037,745,2023-11-10,939.9
440,P197,366,2022-09-28,175.46
441,P099,968,2022-08-21,429.76
442,P122,550,2022-08-25,675.1
443,P184,746,2023-04-10,805.23
444,P131,382,2023-12-16,310.49
445,P113,954,2023-10-11,214.74
446,P024,496,2023-05-09,507.93
447,P006,857,2024-07-14,810.04
448,P069,632,2023-12-01,979.18
449,P199,268,2024-03-08,767.85
450,P176,208,2023-02-03,150.59
451,P090,385,2023-02-08,592.92
452,P133,979,2024-05-01,474.97
453,P019,207,2024-02-29,909.79
454,P164,614,2023-09-28,656.51
455,P103,443,2023-11-19,920.28
456,P169,333,2024-05-12,864.54
457,P090,222,2023-09-05,247.19
458,P042,234,2024-07-08,128.58
459,P180,177,2023-06-12,503.43
460,P081,961,2024-02-13,192.58
461,P053,260,2023-03-03,216.17
462,P002,546,2022-10-10,800.95
463,P188,845,2023-09-15,516.23
464,P191,734,2022-09-24,95.26
465,P162,332,2023-10-15,405.3
466,P119,769,2023-08-02,50.08
467,P074,277,2024-05-11,172.14
468,P062,632,2024-06-14,901.59
469,P129,11,2023-08-30,410.18
470,P013,130,2023-11-14,631.76
471,P134,965,2023-04-02,157.9
472,P069,693,2024-02-15,973.08
473,P049,399,2023-01-12,236.76
474,P147,398,2023-10-28,531.48
475,P061,988,2024-05-30,366.11
476,P108,352,2022-12-09,564.21
477,P133,295,2022-08-15,518.37
478,P056,357,2023-03-09,956.33
479,P173,460,2023-07-24,52.26
480,P048,178,2023-10-20,365.62
481,P195,276,2023-05-20,741.99
482,P009,273,2024-06-07,465.71
483,P181,594,2024-01-09,203.58
484,P140,780,2023-12-18,132.32
485,P038,415,2024-05-28,56.24
486,P126,1,2022-10-31,692.93
487,P068,810,2023-05-07,756.08
488,P164,654,2022-11-01,424.04
489,P176,789,2023-05-02,713.45
490,P028,450,2023-10-20,682.48
491,P177,311,2023-09-24,677.45
492,P026,749,2024-02-07,218.25
493,P191,635,2023-05-14,372.35
494,P126,847,2022-12-18,834.36
495,P085,674,2024-07-09,441.5
496,P070,511,2024-06-13,807.16
497,P082,261,2023-11-08,287.97
498,P055,484,2024-03-26,258.18
499,P158,455,2022-11-08,729.61
500,P029,462,2023-04-07,181.13
501,P009,193,2023-03-09,969.42
502,P102,961,2023-10-10,62.91
503,P146,294,2023-09-02,349.43
504,P158,72,2023-06-27,191.46
505,P089,404,2023-05-26,644.15
506,P140,433,2023-04-28,307.77
507,P140,243,2023-02-27,263.07
508,P178,982,2023-09-13,873.62
509,P101,860,2023-03-14,753.55
510,P188,227,2022-08-13,625.79
511,P199,843,2024-07-03,927.2
512,P067,632,2024-03-02,902.42
513,P102,276,2022-09-15,186.13
514,P002,881,2024-06-10,544.29
515,P101,121,2023-09-30,966.55
516,P082,120,2024-02-20,629.88
517,P130,491,2022-09-13,58.3
518,P162,762,2024-07-18,870.49
519,P029,48,2024-06-10,580.37
520,P020,754,2024-07-04,304.29
521,P078,438,2023-06-22,943.21
522,P022,966,2022-12-25,757.78
523,P063,799,2023-05-23,650.64
524,P084,93,2024-05-26,424.95
525,P011,896,2023-08-21,556.71
526,P003,216,2022-12-27,507.79
527,P138,773,2022-12-31,589.83
528,P162,167,2022-10-16,112.18
529,P012,246,2023-05-28,729.89
530,P121,299,2022-09-03,857.76
531,P180,318,2023-11-01,441.13
532,P192,122,2024-05-22,932.85
533,P006,838,2023-10-25,947.21
534,P012,823,2023-10-06,792.49
535,P089,607,2024-02-10,429.35
536,P133,201,2024-05-17,569.03
537,P106,990,2022-12-16,881.39
538,P068,530,2023-06-11,659.49
539,P022,918,2024-05-22,353.84
540,P028,722,2024-06-26,655.74
541,P081,916,2023-02-07,997.73
542,P162,552,2022-08-03,54.18
543,P104,887,2023-03-03,592.17
544,P177,988,2024-04-12,405.1
545,P056,135,2023-04-28,60.37
546,P082,353,2023-10-26,372.07
547,P051,294,2024-07-04,631.83
548,P158,689,2024-06-10,675.16
549,P158,179,2024-02-09,929.82
550,P123,539,2023-06-15,926.89
551,P072,89,2024-02-17,433.64
552,P089,617,2024-04-21,170.63
553,P038,873,2023-09-05,643.51
554,P192,558,2023-11-20,315.71
555,P105,512,2023-01-04,591.09
556,P020,380,2023-07-12,559.22
557,P045,32,2023-01-15,251.46
558,P178,878,2023-02-21,911.4
559,P063,520,2023-03-24,232.67
560,P041,846,2024-05-20,169.41
561,P106,449,2023-04-22,601.47
562,P022,679,2023-08-14,303.63
563,P035,484,2023-11-18,853.1
564,P014,175,2023-11-22,263.35
565,P012,148,2024-01-01,286.63
566,P031,235,2022-10-11,113.91
567,P051,83,2024-07-17,887.33
568,P051,540,2024-05-03,185.81
569,P031,254,2022-09-21,660.01
570,P085,823,2024-06-12,401.48
571,P160,116,2023-02-17,371.05
572,P172,463,2023-01-19,619.96
573,P117,188,2022-08-13,962.94
574,P086,276,2024-04-25,939.32
575,P153,355,2022-09-06,705.43
576,P141,277,2022-11-11,361.64
577,P029,209,2023-03-03,764.73
578,P042,514,2022-10-24,498.46
579,P166,713,2023-04-16,330.65
580,P149,85,2024-05-20,494.36
581,P156,788,2023-02-23,801.12
582,P108,744,2022-11-02,602.5
583,P164,422,2022-09-10,433.02
584,P103,852,2022-11-22,132.74
585,P199,569,2023-12-22,758.16
586,P156,818,2022-09-28,508.31
587,P191,662,2023-06-17,867.82
588,P172,927,2023-10-31,846.74
589,P016,405,2022-08-30,745.24
590,P078,349,2023-09-08,932.11
591,P159,382,2023-05-05,643.3
592,P016,825,2024-07-11,58.81
593,P066,254,2023-10-24,980.55
594,P059,828,2024-03-06,576.83
595,P178,446,2022-12-29,397.17
596,P067,481,2022-11-25,378.56
597,P135,258,2022-08-04,427.53
598,P195,668,2023-10-30,402.92
599,P020,142,2024-05-05,696.75
600,P138,122,2023-02-03,273.54
601,P152,195,2022-09-27,295.72
602,P091,525,2024-05-15,290.13
603,P005,494,2024-02-19,611.49
604,P091,87,2023-06-29,604.34
605,P087,612,2022-09-21,779.78
606,P019,710,2023-07-24,669.28
607,P124,124,2024-03-02,422.67
608,P149,530,2023-02-13,801.27
609,P036,613,2023-11-02,751.28
610,P065,240,2024-01-16,902.37
611,P142,549,2023-02-16,453.62
612,P162,207,2024-06-18,465.73
613,P190,730,2024-02-22,631.95
614,P014,967,2023-05-23,996.04
615,P068,452,2024-01-08,372.38
616,P082,236,2023-12-01,133.17
617,P017,414,2022-10-07,746.92
618,P057,416,2022-09-04,124.22
619,P053,134,2022-10-04,401.34
620,P150,636,2023-12-15,671.61
621,P077,936,2022-11-23,403.03
622,P092,752,2023-01-05,167.31
623,P111,600,2022-12-20,947.68
624,P077,382,2024-03-18,198.23
625,P191,759,2024-01-07,109.03
626,P131,170,2023-09-21,849.63
627,P039,262,2023-11-10,589.3
628,P185,806,2023-08-31,416.18
629,P187,886,2023-12-26,350.18
630,P158,875,2023-12-06,300.54
631,P194,173,2023-09-12,860.02
632,P155,888,2022-09-22,716.22
633,P149,538,2024-03-29,203.75
634,P045,278,2023-05-28,322.1
635,P176,942,2023-07-30,812.16
636,P015,972,2023-06-29,789.94
637,P133,8,2022-08-25,257.08
638,P122,400,2022-09-06,964.71
639,P126,537,2024-07-28,503.48
640,P086,307,2022-10-13,763.66
641,P194,459,2022-10-11,929.29
642,P067,375,2023-12-30,619.04
643,P008,450,2024-01-29,651.2
644,P052,760,2023-11-25,429.11
645,P125,520,2024-04-30,737.29
646,P128,303,2022-10-28,586.45
647,P189,564,2024-03-13,974.52
648,P049,179,2022-08-25,280.82
649,P178,621,2024-01-15,386.51
650,P002,117,2023-03-31,708.56
651,P006,868,2023-08-30,249.57
652,P004,238,2023-09-01,530.51
653,P155,769,2023-02-17,155.46
654,P192,319,2024-02-09,955.17
655,P175,593,2024-02-08,207.16
656,P098,950,2023-06-03,864.3
657,P147,848,2024-07-08,604.2
658,P155,456,2023-09-14,244.53
659,P005,119,2024-03-01,742.42
660,P070,569,2023-08-02,934.82
661,P101,487,2024-03-15,987.18
662,P129,449,2023-01-31,914.28
663,P099,156,2024-07-06,953.92
664,P045,287,2022-11-08,273.68
665,P192,256,2024-05-26,724.83
666,P179,355,2024-07-30,930.75
667,P100,750,2023-05-23,306.96
668,P158,832,2022-09-20,141.02
669,P121,755,2023-02-08,245.85
670,P071,125,2024-06-17,548.32
671,P071,102,2023-01-08,304.09
672,P149,314,2023-08-15,356.42
673,P058,961,2024-05-27,188.53
674,P092,372,2023-11-09,714.29
675,P152,6,2023-08-07,293.26
676,P045,321,2024-03-24,381.31
677,P016,589,2023-10-20,988.79
678,P186,340,2024-05-07,668.24
679,P172,56,2022-10-27,209.32
680,P137,355,2022-10-02,704.32
681,P057,429,2022-10-14,756.98
682,P076,364,2024-01-22,598.6
683,P157,41,2023-03-22,212.78
684,P141,134,2023-01-29,687.32
685,P090,904,2022-08-08,848.56
686,P053,190,2023-12-03,709.62
687,P033,859,2023-01-29,419.9
688,P049,482,2024-01-10,736.3
689,P157,878,2023-05-25,625.53
690,P044,569,2023-05-28,645.63
691,P109,409,2024-07-11,914.13
692,P192,926,2023-08-18,904.0
693,P078,249,2023-07-13,700.81
694,P099,807,2022-11-17,294.91
695,P124,924,2022-12-21,158.91
696,P078,623,2023-02-17,215.7
697,P038,759,2024-05-23,57.35
698,P017,132,2023-04-17,362.48
699,P114,395,2023-08-11,623.44
700,P071,568,2023-08-08,979.4
701,P015,19,2024-03-21,278.88
702,P162,304,2022-10-24,988.85
703,P083,517,2024-07-17,576.79
704,P014,278,2023-11-25,601.56
705,P087,256,2024-02-29,514.73
706,P112,772,2023-12-28,309.55
707,P053,436,2023-08-17,506.93
708,P132,634,2023-04-07,909.69
709,P051,798,2023-06-09,866.4
710,P085,930,2023-08-09,328.75
711,P013,438,2023-03-02,568.53
712,P086,485,2023-03-15,306.19
713,P193,983,2022-09-22,682.35
714,P184,559,2024-03-21,819.19
715,P045,474,2023-03-25,500.99
716,P183,376,2024-03-15,155.3
717,P178,176,2023-09-02,916.59
718,P110,294,2022-08-04,667.77
719,P171,145,2022-09-01,361.98
720,P055,522,2023-05-30,200.97
721,P161,889,2023-06-04,955.8
722,P061,782,2022-11-09,754.8
723,P165,913,2023-10-01,430.95
724,P200,823,2023-07-31,470.36
725,P022,590,2024-04-19,469.32
726,P149,243,2024-03-24,310.14
727,P172,469,2023-07-20,470.71
728,P182,64,2023-11-03,76.43
729,P149,135,2023-01-06,990.41
730,P053,209,2023-11-15,131.79
731,P059,255,2023-04-01,513.79
732,P034,856,2024-01-23,754.32
733,P124,170,2024-07-04,55.9
734,P170,457,2024-05-15,303.46
735,P024,884,2024-02-01,528.99
736,P171,533,2022-08-29,632.32
737,P174,603,2022-11-03,711.67
738,P070,444,2023-01-13,169.91
739,P066,260,2023-03-03,906.93
740,P025,873,2023-01-03,663.1
741,P130,703,2024-02-20,176.15
742,P006,131,2023-08-04,411.97
743,P181,131,2024-02-04,222.35
744,P013,271,2023-12-02,818.27
745,P146,118,2023-12-31,281.12
746,P008,881,2023-05-02,115.56
747,P163,488,2024-06-03,103.47
748,P191,997,2024-05-18,178.28
749,P161,143,2022-12-07,374.59
750,P079,892,2024-01-15,786.56
751,P150,423,2022-09-21,411.11
752,P065,844,2023-08-31,351.97
753,P166,862,2024-03-24,71.4
754,P189,828,2023-02-06,217.51
755,P165,563,2023-12-02,50.9
756,P065,536,2022-11-01,152.34
757,P031,740,2022-10-27,645.09
758,P026,499,2023-09-29,978.7
759,P059,921,2023-09-29,443.58
760,P126,5,2024-05-05,929.92
761,P026,528,2024-02-03,340.33
762,P029,976,2024-04-29,230.37
763,P132,492,2023-04-24,731.28
764,P075,274,2023-03-16,77.3
765,P053,380,2024-05-27,750.07
766,P125,290,2022-09-24,161.01
767,P109,932,2024-07-20,211.43
768,P106,670,2024-03-14,603.57
769,P079,597,2023-07-28,263.29
770,P020,636,2024-02-03,897.87
771,P114,189,2023-12-28,966.97
772,P181,550,2023-04-25,541.39
773,P104,384,2023-10-16,397.62
774,P065,756,2023-03-17,161.52
775,P022,641,2024-02-05,433.25
